"interpro_id","family_names","hierarchy_level","family_branch"
"IPR016251","Tyrosine-protein kinase, non-receptor Jak/Tyk2",1,1902
"IPR020693","Tyrosine-protein kinase, non-receptor Jak2",2,1902
"IPR020775","Tyrosine-protein kinase, non-receptor Jak3",2,1902
"IPR020776","Tyrosine-protein kinase, non-receptor Jak1",2,1902
"IPR016272","Lipase, LIPH-type",1,1903
"IPR002330","Lipoprotein lipase",2,1903
"IPR002331","Pancreatic lipase",2,1903
"IPR002333","Hepatic lipase",2,1903
"IPR016300","Arsenical pump ATPase, ArsA/GET3",1,1904
"IPR027541","Arsenical pump-driving ATPase",2,1904
"IPR027542","Arsenical pump ATPase, ArsA/GET3, eukaryotic",2,1904
"IPR016311","Transforming protein C-ets",1,1905
"IPR027276","Transforming protein C-ets-2",2,1905
"IPR016319","Transforming growth factor-beta",1,1906
"IPR003939","Transforming growth factor beta-1 proprotein",2,1906
"IPR003940","Transforming growth factor beta-2 proprotein",2,1906
"IPR015618","Transforming growth factor beta-3",2,1906
"IPR016336","Receptor tyrosine-protein phosphatase, alpha/epsilon-type",1,1907
"IPR027262","Receptor tyrosine-protein phosphatase alpha",2,1907
"IPR016357","Transferrin",1,1908
"IPR030684","Lactotransferrin",2,1908
"IPR030685","Serotransferrin, mammalian",2,1908
"IPR016361","Transcriptional enhancer factor, metazoa",1,1909
"IPR027253","Transcriptional enhancer factor TEF-5 (TEAD3)",2,1909
"IPR027255","Transcriptional enhancer factor TEF-3 (TEAD4)",2,1909
"IPR016370","Photosystem I reaction center subunit V/PsaK, plant",1,1910
"IPR017493","Photosystem I reaction center subunit psaK, plant",2,1910
"IPR017494","Photosystem I reaction center subunit V",2,1910
"IPR016371","RNA polymerase sigma-H factor",1,1911
"IPR014218","RNA polymerase sigma-H type",2,1911
"IPR016377","Sucrose/Glucosylglycerate phosphorylase-related",1,1912
"IPR022527","Sucrose phosphorylase",2,1912
"IPR033746","Glucosylglycerate phosphorylase",2,1912
"IPR016431","Pyruvate-formate lyase-activating enzyme, predicted",1,1913
"IPR027596","AmmeMemoRadiSam system radical SAM enzyme",2,1913
"IPR040085","Protein MJ0674-like",2,1913
"IPR016435","Diphthamide synthesis DPH1/DPH2",1,1914
"IPR010014","Diphthamide synthesis DHP2",2,1914
"IPR035435","Diphthamide synthesis DHP1/DPH2, eukaryotes and archaea",2,1914
"IPR022428","Diphthamide synthesis Dph2, archaea",3,1914
"IPR016437","MCT-1/Tma20",1,1915
"IPR022430","Conserved hypothetical protein CHP03684",2,1915
"IPR016440","Rubredoxin-oxygen oxidoreductase",1,1916
"IPR023957","Anaerobic nitric oxide reductase flavorubredoxin",2,1916
"IPR016449","Potassium channel, inwardly rectifying, Kir",1,1917
"IPR003268","FPotassium channel, inwardly rectifying, Kir1.1",2,1917
"IPR003269","Potassium channel, inwardly rectifying, Kir1.2",2,1917
"IPR003270","Potassium channel, inwardly rectifying, Kir1.3",2,1917
"IPR003271","Potassium channel, inwardly rectifying, Kir2.1",2,1917
"IPR003272","Potassium channel, inwardly rectifying, Kir2.2",2,1917
"IPR003273","Potassium channel, inwardly rectifying, Kir2.3",2,1917
"IPR003274","Potassium channel, inwardly rectifying, Kir3.1",2,1917
"IPR003275","Potassium channel, inwardly rectifying, Kir3.2",2,1917
"IPR003276","Potassium channel, inwardly rectifying, Kir3.3",2,1917
"IPR003277","Potassium channel, inwardly rectifying, Kir3.4",2,1917
"IPR003278","Potassium channel, inwardly rectifying, Kir6.1",2,1917
"IPR003279","Potassium channel, inwardly rectifying, Kir6.2",2,1917
"IPR008061","Potassium channel, inwardly rectifying, Kir5",2,1917
"IPR008062","Inward rectifier potassium channel 13",2,1917
"IPR016454","Cysteine desulfurase",1,1918
"IPR010240","Cysteine desulfurase IscS",2,1918
"IPR010970","Cysteine desulfurase, SufS",2,1918
"IPR022471","Cysteine desulphurase, catalytic subunit, CsdA",3,1918
"IPR017644","Cysteine desulfurase DndA",2,1918
"IPR017772","Cysteine desulfurase NifS, bacterial/archaeal",2,1918
"IPR017773","Cysteine desulfurase NifS, proteobacteria",2,1918
"IPR016461","O-methyltransferase COMT-type",1,1919
"IPR014088","C-20 methyltransferase CrtF-related",2,1919
"IPR016467","DNA recombination and repair protein, RecA-like",1,1920
"IPR011938","DNA recombination/repair protein RadA",2,1920
"IPR011940","Meiotic recombination protein Dmc1",2,1920
"IPR011941","DNA recombination/repair protein Rad51",2,1920
"IPR030548","DNA repair protein RAD51 homologue 2",2,1920
"IPR016478","GTPase, MTG1",1,1921
"IPR019991","GTP-binding protein, ribosome biogenesis",2,1921
"IPR016482","Protein transport protein SecG/Sec61-beta/Sbh",1,1922
"IPR023531","Preprotein translocase subunit SecG",2,1922
"IPR030671","Protein transport Sec61-beta/Sbh",2,1922
"IPR016487","Sm-like protein Lsm6/SmF",1,1923
"IPR034100","Small nuclear ribonucleoprotein F",2,1923
"IPR016491","Septin",1,1924
"IPR008113","Septin 2",2,1924
"IPR008114","Septin 3",2,1924
"IPR008115","Septin 7",2,1924
"IPR016495","p53 negative regulator Mdm2/Mdm4",1,1925
"IPR015458","MDM4",2,1925
"IPR028340","E3 ubiquitin-protein ligase Mdm2",2,1925
"IPR016568","Sulphur oxidation, SoxY",1,1926
"IPR030997","SoxY-related AACIE arm protein",2,1926
"IPR016635","Adaptor protein complex, sigma subunit",1,1927
"IPR027155","AP-3 complex subunit sigma",2,1927
"IPR027156","AP-2 complex subunit sigma",2,1927
"IPR044733","AP-1 complex subunit sigma",2,1927
"IPR016667","Capsular polysaccharide synthesis, CpsB/CapC",1,1928
"IPR048208","Capsular polysaccharide synthesis, CpsB",2,1928
"IPR016697","Aquaporin 11/12",1,1929
"IPR023265","Aquaporin 12",2,1929
"IPR023266","Aquaporin 11",2,1929
"IPR016898","Polyphosphate phosphotransferase",1,1930
"IPR022300","Polyphosphate:nucleotide phosphotransferase, PPK2",2,1930
"IPR017039","Virulence factor BrkB",1,1931
"IPR005274","Inner membrane protein YhjD",2,1931
"IPR023679","Uncharacterised protein family UPF0761, bacterial",2,1931
"IPR017096","BTB-kelch protein",1,1932
"IPR042884","Kelch repeat and BTB domain-containing protein 4",2,1932
"IPR017097","Bombyxin",1,1933
"IPR027285","Bombyxin B",2,1933
"IPR030680","Bombyxin A",2,1933
"IPR017170","Lhr-like ATP-dependent RNA helicase, predicted",1,1934
"IPR026362","DEXH box helicase, DNA ligase-associated",2,1934
"IPR017179","Spastin",1,1935
"IPR035106","Spastin, chordate",2,1935
"IPR017186","Lipase, autotransporter EstA",1,1936
"IPR048099","Esterase EstA/EstP",2,1936
"IPR017200","Coenzyme PQQ synthesis protein E-like",1,1937
"IPR011843","Coenzyme PQQ biosynthesis protein E, bacteria",2,1937
"IPR023913","Mycofactocin maturase MftC",2,1937
"IPR023992","Pre-heme d1 synthase NirJ",2,1937
"IPR026344","SynChlorMet cassette radical SAM/SPASM protein ScmE",2,1937
"IPR026346","SynChlorMet cassette radical SAM/SPASM protein ScmF",2,1937
"IPR026404","Radical SAM enzyme, rSAM/lipoprotein system",2,1937
"IPR026482","Nif11-class peptide radical SAM maturase 3",2,1937
"IPR027570","GeoRSP system radical SAM/SPASM protein",2,1937
"IPR027583","Radical SAM/SPASM domain protein, ACGX system",2,1937
"IPR027626","Pseudo-rSAM protein/SPASM domain protein",2,1937
"IPR027633","Putative heme D1 biosynthesis radical SAM protein NirJ2",2,1937
"IPR034479","Alternative heme biosynthesis C (AhbC-like)",2,1937
"IPR023930","Putative heme d1 biosynthesis protein, NirJ1",3,1937
"IPR030894","Fe-coproporphyrin III synthase AhbC, Proteobacteria type",3,1937
"IPR034480","Heme carboxy lyase-like",2,1937
"IPR017261","DNA mismatch repair protein MutS/MSH",1,1938
"IPR005748","DNA mismatch repair protein MutS",2,1938
"IPR017357","Telomeric repeat-binding factor 1/2",1,1939
"IPR030657","Telomeric repeat-binding factor 2",2,1939
"IPR017372","Glial cell line-derived neurotrophic factor receptor, alpha 1/2",1,1940
"IPR003503","Glial cell line-derived neurotrophic factor receptor, alpha 1",2,1940
"IPR003504","Glial cell line-derived neurotrophic factor receptor alpha 2",2,1940
"IPR017395","Chlorophyllase/cutinase",1,1941
"IPR048264","Chlorophyllase",2,1941
"IPR017419","Mitogen-activated protein kinase kinase kinase 12/13",1,1942
"IPR027257","Mitogen-activated protein kinase kinase kinase 12",2,1942
"IPR027258","Mitogen-activated protein kinase kinase kinase 13",2,1942
"IPR017421","Mitogen-activated protein (MAP) kinase kinase kinase 7-like",1,1943
"IPR049637","Mitogen-activated protein kinase kinase kinase 7",2,1943
"IPR017434","Protein phosphatase 1 regulatory subunit 3B/C/D, metazoa",1,1944
"IPR030682","Protein phosphatase 1 regulatory subunit 3B",2,1944
"IPR030683","Protein phosphatase 1 regulatory subunit 3C",2,1944
"IPR017439","Amidohydrolase",1,1945
"IPR023905","Acetyldiaminopimelate deacetylase",2,1945
"IPR033845","p-Aminobenzoyl-glutamate hydrolase subunit A",2,1945
"IPR033846","YxeP peptidase-like",2,1945
"IPR037484","AmhX-like",2,1945
"IPR044757","IAA-amino acid hydrolase ILR1-like",2,1945
"IPR017448","SRCR-like domain",1,1946
"IPR001190","SRCR domain",2,1946
"IPR017451","F-box associated interaction domain",1,1947
"IPR006527","F-box associated domain, type 1",2,1947
"IPR013187","F-box associated domain, type 3",2,1947
"IPR017452","GPCR, rhodopsin-like, 7TM",1,1948
"IPR041998","Histamine H3 receptor, 7TM",2,1948
"IPR043523","G protein-coupled receptor 176, rhodopsin-like, 7TM",2,1948
"IPR044734","G protein-coupled receptor 35, 7TM",2,1948
"IPR047829","G protein-coupled receptor 19, 7TM",2,1948
"IPR047836","G protein-coupled receptor 174, 7TM",2,1948
"IPR048057","Probable G protein-coupled receptor 34, 7TM",2,1948
"IPR017455","Zinc finger, FYVE-related",1,1949
"IPR028698","Rabphilin-3A, FYVE domain",2,1949
"IPR041857","Rab effector Noc2, FYVE domain",2,1949
"IPR017462","Sulphur relay, TusC/DsrF",1,1950
"IPR037450","Sulphur relay, TusC",2,1950
"IPR017475","Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase",1,1951
"IPR017464","Sugar transferase, PEP-CTERM system associated",2,1951
"IPR017472","Undecaprenyl-phosphate galactose phosphotransferase, WbaP",2,1951
"IPR017473","Undecaprenyl-phosphate glucose phosphotransferase, WcaJ",2,1951
"IPR017476","UDP-glucose/GDP-mannose dehydrogenase",1,1952
"IPR028356","UDP-glucose 6-dehydrogenase, eukaryotic type",2,1952
"IPR028357","UDP-glucose 6-dehydrogenase, bacterial type",2,1952
"IPR028358","GDP-mannose 6-dehydrogenase",2,1952
"IPR028359","UDP-N-acetyl-D-mannosamine/glucosamine dehydrogenase",2,1952
"IPR032891","UDP-N-acetyl-D-mannosamine dehydrogenase WecC",3,1952
"IPR017512","PQQ-dependent dehydrogenase, methanol/ethanol family",1,1953
"IPR034119","PQQ-dependent type I alcohol dehydrogenase",2,1953
"IPR017517","Maleylpyruvate isomerase, mycothiol-dependent enzyme",1,1954
"IPR017518","Conserved hypothetical protein CHP03084",2,1954
"IPR017519","Conserved hypothetical protein CHP03085",2,1954
"IPR017520","Conserved hypothetical protein CHP03086",2,1954
"IPR017583","Tagatose/fructose phosphokinase",1,1955
"IPR005926","Tagatose-6-phosphate kinase",2,1955
"IPR022463","Fructose 1-phosphate kinase",2,1955
"IPR017593","Allantoinase",1,1956
"IPR047604","Allantoinase, bacteria",2,1956
"IPR017642","DNA sulphur modification protein DndB",1,1957
"IPR026440","DNA phosphorothioation-associated DGQHR protein 1",2,1957
"IPR017652","Acetyl/Succinylornithine transaminase family, bacteria",1,1958
"IPR026330","Succinylornithine transaminase",2,1958
"IPR017654","Galactarate dehydratase GarD-like",1,1959
"IPR032893","Galactarate dehydratase (L-threo-forming) GarD, Enterobacteriaceae",2,1959
"IPR017685","HTH-type transcriptional regulator ArgP",1,1960
"IPR023490","HTH-type transcriptional regulator ArgP, gammaproteobacteria",2,1960
"IPR017714","Methylthioribulose-1-phosphate dehydratase",1,1961
"IPR027514","Methylthioribulose-1-phosphate dehydratase, eukaryotes",2,1961
"IPR017716","S-adenosylmethionine decarboxylase proenzyme",1,1962
"IPR027549","Arginine decarboxylase proenzyme",2,1962
"IPR017758","Coenzyme A disulphide reductase",1,1963
"IPR023536","Coenzyme A disulphide reductase, staphyolococci",2,1963
"IPR017788","DnaA regulatory inactivator Hda",1,1964
"IPR022864","DnaA regulatory inactivator Hda, Enterobacteriaceae",2,1964
"IPR017795","Aromatic prenyltransferase, DMATS-type",1,1965
"IPR012148","Aromatic prenyltransferase DMATS-type, fungi",2,1965
"IPR017796","Tryptophan dimethylallyltransferase",3,1965
"IPR017804","Methyltransferase EgtD-like",1,1966
"IPR032888","Histidine N-alpha-methyltransferase, Actinobacteria-type",2,1966
"IPR035094","Histidine N-alpha-methyltransferase",2,1966
"IPR017806","Ergothioneine biosynthesis protein EgtB",1,1967
"IPR032890","Hercynine oxygenase, Actinobacteria",2,1967
"IPR017808","Ergothioneine biosynthesis protein EgtC",1,1968
"IPR032889","Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase, Actinobacteria",2,1968
"IPR017846","Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase, bacterial type",1,1969
"IPR012176","Bifunctional nitroreductase/nicotinate-nucleotide-dimethylbenzimidazole, phosphoribosyltransferase",2,1969
"IPR017861","Kae1/TsaD family",1,1970
"IPR022450","tRNA N6-adenosine threonylcarbamoyltransferase, TsaD",2,1970
"IPR034680","tRNA N6-adenosine threonylcarbamoyltransferase Kae1, archaeal/eukaryotic",2,1970
"IPR017867","Protein-tyrosine phosphatase, low molecular weight",1,1971
"IPR002115","Protein-tyrosine phosphatase, low molecular weight, mammalian",2,1971
"IPR017901","C-CAP/cofactor C-like domain",1,1972
"IPR013912","Adenylate cyclase-associated CAP, C-terminal",2,1972
"IPR017903","COS domain",1,1973
"IPR040859","Midline-1, COS domain",2,1973
"IPR017923","Transcription factor IIS, N-terminal",1,1974
"IPR003617","Transcription elongation factor, TFIIS/CRSP70, N-terminal, sub-type",2,1974
"IPR017926","Glutamine amidotransferase",1,1975
"IPR004739","GMP synthase, glutamine amidotransferase",2,1975
"IPR006221","Anthranilate synthase/para-aminobenzoate synthase like domain",2,1975
"IPR033828","CTP synthase GATase domain",2,1975
"IPR035686","Carbamoyl-phosphate synthase small subunit, GATase1 domain",2,1975
"IPR017927","FAD-binding domain, ferredoxin reductase-type",1,1976
"IPR003097","Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding",2,1976
"IPR008333","Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain",2,1976
"IPR013112","FAD-binding 8",2,1976
"IPR013113","FAD-binding 9, siderophore-interacting",2,1976
"IPR017930","Myb domain",1,1977
"IPR006447","Myb domain, plants",2,1977
"IPR047240","Pre-mRNA splicing factor component CDC5L/Cef1, second SANT/myb-like domain",2,1977
"IPR017932","Glutamine amidotransferase type 2 domain",1,1978
"IPR033738","Asparagine synthase, N-terminal domain",2,1978
"IPR035584","Amidophosphoribosyltransferase, N-terminal",2,1978
"IPR047084","Glucosamine-fructose-6-phosphate aminotransferase, isomerising, N-terminal domain",2,1978
"IPR017941","Rieske [2Fe-2S] iron-sulphur domain",1,1979
"IPR005805","Rieske iron-sulphur protein, C-terminal",2,1979
"IPR038010","YhfW, C-terminal Rieske domain",3,1979
"IPR037338","Aminopyrrolnitrin oxygenase PrnD, Rieske domain",2,1979
"IPR037339","Cytidine monophosphate-N-acetylneuraminic acid hydroxylase, Rieske domain",2,1979
"IPR043257","Ring-hydroxylating dioxygenase large subunit NdoB-related protein, N-terminal Rieske domain",2,1979
"IPR017959","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, subunit B /E",1,1980
"IPR004413","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B",2,1980
"IPR004414","Glutamyl-tRNA(Gln) amidotransferase subunit E",2,1980
"IPR017978","GPCR family 3, C-terminal",1,1981
"IPR041946","GPR156, 7TM domain",2,1981
"IPR017980","Metallothionein, family 4, echinoidea/annelida",1,1982
"IPR001396","Metallothionein, family 4, echinoidea",2,1982
"IPR017981","GPCR, family 2-like, 7TM",1,1983
"IPR000539","Frizzled/Smoothened, 7TM",2,1983
"IPR026543","Frizzled-6, 7TM",3,1983
"IPR026551","Frizzled-4, 7TM",3,1983
"IPR035683","Smoothened, 7TM",3,1983
"IPR047105","Frizzled-4/Mom-5, 7TM",3,1983
"IPR000848","GPCR, cAMP-type",2,1983
"IPR031234","Latrophilin-1, , transmembrane domain",2,1983
"IPR039125","GPCR family 2, glucagon-like peptide 2 receptor, 7TM",2,1983
"IPR047033","Glucagon-like peptide-1 receptor, 7TM",2,1983
"IPR047035","Vasoactive intestinal polypeptide receptor 2, 7TM",2,1983
"IPR047037","Secretin receptor, 7TM",2,1983
"IPR047938","Orphan adhesion receptor GPR128, 7TM domain",2,1983
"IPR048072","Latrophilin-like receptor, 7TM",2,1983
"IPR017998","Chaperone tailless complex polypeptide 1 (TCP-1)",1,1984
"IPR012714","Thermosome, archaeal",2,1984
"IPR012715","T-complex protein 1, alpha subunit",2,1984
"IPR012716","T-complex protein 1, beta subunit",2,1984
"IPR012717","T-complex protein 1, delta subunit",2,1984
"IPR012718","T-complex protein 1, epsilon subunit",2,1984
"IPR012719","T-complex protein 1, gamma subunit",2,1984
"IPR012720","T-complex protein 1, eta subunit",2,1984
"IPR012721","T-complex protein 1, theta subunit",2,1984
"IPR012722","T-complex protein 1, zeta subunit",2,1984
"IPR018003","Insecticidal toxin complex/plasmid virulence protein",1,1985
"IPR003518","Salmonella plasmid virulence SpvA",2,1985
"IPR018004","KilA/APSES-type HTH, DNA-binding",1,1986
"IPR017880","KilA, N-terminal",2,1986
"IPR018013","Nucleoside-specific channel-forming protein, Tsx-like",1,1987
"IPR003055","Nucleoside-specific channel-forming protein Tsx",2,1987
"IPR018020","Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase",1,1988
"IPR017580","2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase, type 1",2,1988
"IPR017595","2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase, type 2",2,1988
"IPR018022","IPP transferase",1,1989
"IPR030666","tRNA isopentenyltransferase, eukaryotes",2,1989
"IPR018028","Catalase, mono-functional, haem-containing",1,1990
"IPR024168","Catalase, SrpA-type, predicted",2,1990
"IPR024711","Catalase, mono-functional, haem-containing, clades 1 and 3",2,1990
"IPR040333","Catalase, clade 3",3,1990
"IPR024712","Catalase, mono-functional, haem-containing, clade 2",2,1990
"IPR018061","Retropepsins",1,1991
"IPR034170","Retropepsin-like catalytic domain",2,1991
"IPR018090","Pyrimidine-nucleoside phosphorylase, bacterial/eukaryotic",1,1992
"IPR013465","Thymidine phosphorylase",2,1992
"IPR018155","Hyaluronidase",1,1993
"IPR001329","Glycoside hydrolase family 56, bee venom hyaluronidase",2,1993
"IPR001439","Hyaluronidase PH20/Hyaluronidase-5",2,1993
"IPR027260","Hyaluronidase-3",2,1993
"IPR018203","GDP dissociation inhibitor",1,1994
"IPR000806","Rab GDI protein",2,1994
"IPR001738","Rab protein geranylgeranyltransferase component A",2,1994
"IPR017230","Rab geranylgeranyltransferase complex component A",2,1994
"IPR018227","Amino acid/polyamine transporter 2",1,1995
"IPR004694","Hydroxy amino acid transporter",2,1995
"IPR023726","Threonine/serine transporter TdcC",3,1995
"IPR013059","Tryptophan/tyrosine transporter",2,1995
"IPR018319","L-seryl-tRNA selenium transferase-like",1,1996
"IPR004534","L-seryl-tRNA(Sec) selenium transferase",2,1996
"IPR006337","D-glucosaminate-6-phosphate ammonia lyase DgaE-like",2,1996
"IPR020033","Pyridoxal phosphate-dependent transferase, archaea",2,1996
"IPR018330","RecT family",1,1997
"IPR004590","DNA single-strand annealing protein RecT",2,1997
"IPR010183","Bacteriophage lambda, Recombination protein bet",2,1997
"IPR018333","Squalene cyclase",1,1998
"IPR006400","Squalene hopene cyclase",2,1998
"IPR016731","Uncharacterised conserved protein UCP018649",2,1998
"IPR017826","2,3-oxidosqualene cyclase",2,1998
"IPR018383","Uncharacterised protein family UPF0324, prokaryote",1,1999
"IPR004630","UPF0324 inner membrane protein YeiH-like",2,1999
"IPR018385","C4-dicarboxylate anaerobic carrier-like",1,2000
"IPR004669","C4-dicarboxylate anaerobic carrier",2,2000
"IPR018389","TRAP transporter solute receptor DctP",1,2001
"IPR004682","TRAP transporter solute receptor, DctP family",2,2001
"IPR026289","Solute binding protein, TakP-like",2,2001
"IPR041721","Lactate-binding periplasmic protein TTHA0766",3,2001
"IPR041722","Alpha-keto acid binding periplasmic protein",3,2001
"IPR018392","LysM domain",1,2002
"IPR014248","Spore coat assembly protein SafA",2,2002
"IPR018422","Cation/H+ exchanger, CPA1 family",1,2003
"IPR004705","Cation/H+ exchanger, CPA1 family, bacteria",2,2003
"IPR004709","Na+/H+ exchanger",2,2003
"IPR001953","Sodium/hydrogen exchanger 2/4",3,2003
"IPR001970","Sodium/hydrogen exchanger 1-like",3,2003
"IPR002090","Sodium/hydrogen exchanger 6/7/9",3,2003
"IPR018410","Na+/H+ exchanger, isoforms 3/5",2,2003
"IPR018445","Putative phosphate transport regulator",1,2004
"IPR002727","Protein of unknown function DUF47",2,2004
"IPR018468","SFR1/Mei5 family",1,2005
"IPR042429","Swi5-dependent recombination DNA repair protein 1 homolog",2,2005
"IPR018492","Ribosomal protein eL8/Nhp2 family",1,2006
"IPR001921","Large ribosomal subunit protein eL8",2,2006
"IPR002415","H/ACA ribonucleoprotein complex, subunit Nhp2-like",2,2006
"IPR022481","Large ribosomal subunit protein eL8, archaea",2,2006
"IPR018499","Tetraspanin/Peripherin",1,2007
"IPR000301","Tetraspanin, animals",2,2007
"IPR000830","Peripherin/rom-1",2,2007
"IPR044991","Tetraspani, plant",2,2007
"IPR018513","Cellulose synthase BcsB, bacterial",1,2008
"IPR003920","Cellulose synthase, subunit B",2,2008
"IPR018548","Spike (S) protein S1 subunit, receptor-binding domain, betacoronavirus",1,2009
"IPR044364","Spike (S) protein S1 subunit, receptor-binding domain, HKU5-like",2,2009
"IPR044366","Spike (S) protein S1 subunit, receptor-binding domain, SARS-CoV-2",2,2009
"IPR044370","Spike (S) protein S1 subunit, receptor-binding domain, SARS-CoV",2,2009
"IPR044372","Spike (S) protein S1 subunit, receptor-binding domain, HCoV-OC43-like",2,2009
"IPR044375","Spike (S) protein S1 subunit, receptor-binding domain, HKU1-like",2,2009
"IPR044376","Spike (S) protein S1 subunit, receptor-binding domain, MERS-CoV",2,2009
"IPR044378","Spike (S) protein S1 subunit, receptor-binding domain, HKU4-like",2,2009
"IPR044380","Spike (S) protein S1 subunit, receptor-binding domain, HEV",2,2009
"IPR018574","Structure-specific endonuclease subunit Slx4",1,2010
"IPR027784","Structure-specific endonuclease subunit Slx4, ascomycetes",2,2010
"IPR018584","Glycosyltransferase family 87",1,2011
"IPR016570","Uncharacterised conserved protein UCP010361, membrane",2,2011
"IPR018732","Dpy-19/Dpy-19-like",1,2012
"IPR047462","C-mannosyltransferase Dpy19",2,2012
"IPR047463","C-mannosyltransferase Dpy-19-like protein 1",2,2012
"IPR047464","C-mannosyltransferase Dpy-19-like protein 4",2,2012
"IPR047465","C-mannosyltransferase Dpy-19-like protein 3",2,2012
"IPR018736","Protein of unknown function DUF2279, periplasmic lipoprotein",1,2013
"IPR017028","Uncharacterised conserved protein UCP034456",2,2013
"IPR018759","Putative beta-barrel porin 2",1,2014
"IPR017465","Exopolysaccharide biosynthesis operon, EpsL, proteobacteria",2,2014
"IPR018766","Zinicin-like metallopeptidase type 2",1,2015
"IPR022454","Conserved hypothetical protein CHP03883, F420 biosynthesis associated",2,2015
"IPR018791","UV radiation resistance protein/autophagy-related protein 14",1,2016
"IPR023261","Autophagy-related protein 14",2,2016
"IPR018798","Multivesicular body subunit 12",1,2017
"IPR040297","Multivesicular body subunit 12B",2,2017
"IPR040335","Multivesicular body subunit 12A",2,2017
"IPR018808","Muniscin, C-terminal",1,2018
"IPR037984","SGIP1, mu-homology domain",2,2018
"IPR049609","Syp1-like, mu-homology domain",2,2018
"IPR018891","Abortive bacteriophage infection, resistance",1,2019
"IPR049666","MZA anti-phage system associated protein MzaE",2,2019
"IPR018920","ESAT-6 secretion machinery protein EssA/YueC",1,2020
"IPR034026","ESAT-6 secretion machinery protein EssA",2,2020
"IPR018933","Netrin module, non-TIMP type",1,2021
"IPR035811","Netrin-4, NTR domain",2,2021
"IPR035813","Secreted frizzled-related protein 3, NTR domain",2,2021
"IPR035814","Procollagen C-endopeptidase enhancer, NTR domain",2,2021
"IPR035815","Complement C3-like, NTR domain",2,2021
"IPR018943","Oligosaccaryltransferase",1,2022
"IPR044165","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4, plant",2,2022
"IPR018946","PhoD-like phosphatase, metallophosphatase domain",1,2023
"IPR043904","PhoD-like phosphatase",2,2023
"IPR018957","Zinc finger, C3HC4 RING-type",1,2024
"IPR045859","Peroxisome biogenesis factor 2, HC subclass-RING finger domain",2,2024
"IPR018976","Imelysin-like domain",1,2025
"IPR034981","EfeO/Algp7, imelysin-like domain",2,2025
"IPR034982","Iron-regulated protein A, imelysin-like domain",2,2025
"IPR034984","IPPA , imelysin-like domain",2,2025
"IPR018979","FERM, N-terminal",1,2026
"IPR021187","Band 4.1 protein, FERM domain, F1 sub-domain",2,2026
"IPR030691","Band 4.1-like protein 3, FERM domain, F1 sub-domain",2,2026
"IPR030696","Band 4.1-like protein 4A, FERM domain, F1 sub-domain",2,2026
"IPR030698","Band 4.1-like protein 4B, FERM domain, F1 sub-domain",2,2026
"IPR018980","FERM, C-terminal PH-like domain",1,2027
"IPR041781","FERM domain-containing protein 6, FERM domain C-lobe",2,2027
"IPR041782","PTPN14/21, FERM domain C-lobe",2,2027
"IPR041783","PTPN3/4, FERM domain C-lobe",2,2027
"IPR041785","FRMD4A/B, FERM domain C-lobe",2,2027
"IPR041788","FARP1/FARP2/FRMD7, FERM domain C-lobe",2,2027
"IPR041789","ERM family, FERM domain C-lobe",2,2027
"IPR041790","MYLIP, FERM domain C-lobe",2,2027
"IPR018988","Protein of unknown function DUF2000",1,2028
"IPR017021","Uncharacterised conserved protein UCP033763",2,2028
"IPR018997","PUB domain",1,2029
"IPR042774","UBXN6, PUB domain",2,2029
"IPR019021","E3 ubiquitin-protein ligase substrate receptor Mms22",1,2030
"IPR013220","E3 ubiquitin-protein ligase substrate receptor Mms22, budding yeast",2,2030
"IPR019027","Pilus biogenesis CpaD-related",1,2031
"IPR013361","Pilus biogenesis CpaD",2,2031
"IPR019029","Type III secretion system, PrgH/EprH-like",1,2032
"IPR013387","Type III secretion system, PrgH/EprH",2,2032
"IPR019051","Trp biosynthesis associated, transmembrane protein, Oprn/Chp",1,2033
"IPR011746","Trp biosynthesis associated, conserved hypothetical membrane protein",2,2033
"IPR019056","Phage tail assembly chaperone protein, TAC6",1,2034
"IPR011739","Gene transfer agent, rcc01693",2,2034
"IPR019074","Spore cortex biosynthesis protein, YabQ-like",1,2035
"IPR014242","Spore cortex biosynthesis protein, YabQ",2,2035
"IPR019076","Sporulation lipoprotein YhcN/YlaJ-like",1,2036
"IPR014247","Sporulation lipoprotein YhcN/YlaJ",2,2036
"IPR019080","YqaJ viral recombinase",1,2037
"IPR017482","Putative phage-type endonuclease",2,2037
"IPR019092","CRISPR-assoc protein, NE0113/Csx13",1,2038
"IPR013413","CRISPR-associated protein, NE0113",2,2038
"IPR019848","CRISPR-associated protein, Csx14",2,2038
"IPR019099","Uncharacterised protein family PGPGW, transmembrane",1,2039
